frame,Si1_idx,O_idx,Si2_idx,angle_deg
3440,9,57,13,127.41407651913433
3440,9,81,33,144.5280914028648
3440,9,105,28,138.98457617713524
3440,9,129,34,137.48216865524208
3440,10,82,34,139.91828659979578
3440,10,106,29,153.26564710137262
3440,10,130,33,156.75381095896003
3440,11,83,32,148.42757106364732
3440,11,107,26,141.32171302452332
3440,11,131,35,139.3503076475678
3440,12,84,20,146.34219808143584
3440,12,108,25,149.1083052352388
3440,13,91,16,131.2290044886193
3440,13,115,21,134.26306129822723
3440,14,60,27,128.8183779986445
3440,15,61,26,125.84166166876851
3440,16,62,28,135.97799743892244
3440,17,63,29,138.46373774912098
3440,18,64,35,144.49029412471998
3440,19,65,34,135.20778347394327
3440,20,66,32,133.2741451798557
3440,21,67,33,133.02203938940306
3440,23,69,31,127.59473887679759
3440,25,71,30,129.49681972580424
3450,0,96,35,140.21857778417535
3450,1,49,12,142.7072418709985
3450,1,73,30,139.74887741664315
3450,1,97,32,136.01389023152907
3450,1,121,31,141.37493689424073
3450,2,74,31,131.1120000725689
3450,2,98,33,141.88692182814796
3450,2,122,30,148.5220997246257
3450,3,99,34,135.61081200289004
3450,4,76,27,158.82978910531233
3450,4,124,28,138.49327375309696
3450,5,77,29,174.91561480210257
3450,5,125,26,136.26904690875355
3450,6,78,26,166.31299784028718
3450,6,102,30,154.6509348070183
3450,6,126,29,144.11747746345733
3450,7,79,28,144.26080286653158
3450,7,103,31,138.42125638535185
3450,7,127,27,130.3905655630963
3450,8,80,35,144.28100842908327
3450,8,104,27,135.79139109516237
3450,8,128,32,138.44016481048476
3450,9,57,13,125.67921664326423
3450,9,81,33,145.47333997096987
3450,9,105,28,146.93576354544103
3450,9,129,34,151.6501831415088
3450,10,82,34,137.46435774595764
3450,10,106,29,149.86815907302002
3450,10,130,33,141.20594925290413
3450,11,83,32,136.081575306929
3450,11,107,26,135.42727863416846
3450,11,131,35,144.3846755956018
3450,12,84,20,146.920642519917
3450,12,108,25,130.09724441535462
3450,13,91,16,132.87537099719526
3450,13,115,21,145.1408335666595
3450,14,60,27,128.78957503096066
3450,15,61,26,132.33923122073296
3450,16,62,28,146.01774767632756
3450,17,63,29,124.97096385504712
3450,18,64,35,134.0232376756803
3450,19,65,34,135.941200054385
3450,20,66,32,153.44208256598597
3450,21,67,33,131.80261516703234
3450,23,69,31,149.0159684697572
3450,25,71,30,131.5122818175341
3460,0,96,35,126.39752498967985
3460,1,49,12,133.69815697318523
3460,1,73,30,138.24231935663354
3460,1,97,32,142.81934959658588
3460,1,121,31,146.63258380098705
3460,2,74,31,136.81635451707638
3460,2,98,33,140.36907518528952
3460,2,122,30,150.51883022175514
3460,3,99,34,137.34764284047353
3460,4,76,27,157.40774152301208
3460,4,124,28,148.86423212953653
3460,5,77,29,158.73418451679913
3460,5,125,26,131.52795357512414
3460,6,78,26,156.49679594635808
3460,6,102,30,138.08482416046098
3460,6,126,29,136.09341011375378
3460,7,79,28,149.39959098552401
3460,7,103,31,141.8343651367129
3460,7,127,27,143.94246870311272
3460,8,80,35,145.36167245612268
3460,8,104,27,134.85104857456648
3460,8,128,32,141.62271085726465
3460,9,57,13,134.67769998259314
3460,9,81,33,147.23508322814808
3460,9,105,28,139.93411360150046
3460,9,129,34,135.89996748648485
3460,10,82,34,148.5108301013709
3460,10,106,29,147.09019115768842
3460,10,130,33,141.7545285813599
3460,11,83,32,139.25798641904726
3460,11,107,26,137.66429224327177
3460,11,131,35,140.98327421295167
3460,12,84,20,141.44890541191296
3460,12,108,25,144.11819600629073
3460,13,91,16,138.19659365950048
3460,13,115,21,146.89661497330962
3460,14,60,27,131.7218557921961
3460,15,61,26,134.52661248373573
3460,16,62,28,135.99854696836007
3460,17,63,29,141.2465432545738
3460,18,64,35,138.3618861208043
3460,19,65,34,130.47518110856538
3460,20,66,32,130.27554013878841
3460,21,67,33,141.2624973707888
3460,23,69,31,130.20332412437287
3460,25,71,30,144.85199781301097
3470,0,96,35,136.40938621823614
3470,1,49,12,133.74475455663438
3470,1,73,30,140.70369439513547
3470,1,97,32,139.69998461045031
3470,1,121,31,145.15719203619875
3470,2,74,31,139.36135715642152
3470,2,98,33,143.47301152849573
3470,2,122,30,158.42082355281346
3470,3,99,34,142.45496913995925
3470,4,76,27,149.3597789371727
3470,4,124,28,141.9425793787067
3470,5,77,29,141.48183206560324
3470,5,125,26,136.49071081043343
3470,6,78,26,147.52229073703162
3470,6,102,30,150.7432545592243
3470,6,126,29,142.4899242314605
3470,7,79,28,137.63055016845823
3470,7,103,31,140.1147877942121
3470,7,127,27,150.36101151981555
3470,8,80,35,138.53237965772237
3470,8,104,27,151.91714128120293
3470,8,128,32,139.2808195987928
3470,9,57,13,128.69827438254313
3470,9,81,33,139.92808125038462
3470,9,105,28,132.59543396826257
3470,9,129,34,138.316862376328
3470,10,82,34,132.48679311143403
3470,10,106,29,140.58825376275357
3470,10,130,33,147.46186359725118
3470,11,83,32,130.06505598629454
3470,11,107,26,146.31870346691818
3470,11,131,35,138.2656761754713
3470,12,84,20,131.9534466961482
3470,12,108,25,134.87728973282958
3470,13,91,16,133.6799486098121
3470,13,115,21,142.0605885097559
3470,14,60,27,127.81970776745574
3470,15,61,26,132.51872551595807
3470,16,62,28,143.66601088557962
3470,17,63,29,141.42212617732682
3470,18,64,35,152.38203630039231
3470,19,65,34,134.23843962676133
3470,20,66,32,149.80949563676268
3470,21,67,33,136.49770350342288
3470,23,69,31,132.70921153043685
3470,25,71,30,129.24673925692113
3480,0,96,35,127.27762910920163
3480,1,49,12,131.22986469474742
3480,1,73,30,146.99665938472455
3480,1,97,32,150.1442386561699
3480,1,121,31,146.07161185271048
3480,2,74,31,143.9282001155463
3480,2,98,33,138.62331688127372
3480,2,122,30,153.9354097950481
3480,3,99,34,136.37750960988612
3480,4,76,27,158.42592436077712
3480,4,124,28,134.37301051265462
3480,5,77,29,149.04987053802924
3480,5,125,26,137.10630975579627
3480,6,78,26,145.60526449532398
3480,6,102,30,155.03728987715243
3480,6,126,29,158.22056455025026
3480,7,79,28,139.37473610100423
3480,7,103,31,134.82226067695876
3480,7,127,27,138.13990296484056
3480,8,80,35,135.68410094773054
3480,8,104,27,138.67797495311495
3480,8,128,32,146.27672928643094
3480,9,57,13,145.1216309431729
3480,9,81,33,134.79783673482814
3480,9,105,28,135.18445170971586
3480,9,129,34,140.2992313786924
3480,10,82,34,141.84658164127706
3480,10,106,29,145.8983644947061
3480,10,130,33,142.66070882973557
3480,11,83,32,133.32856232919627
3480,11,107,26,135.67140372780938
3480,11,131,35,133.60135353230262
3480,12,84,20,145.35051247056825
3480,12,108,25,141.74372846551913
3480,13,91,16,139.49620876833293
3480,13,115,21,149.39408612733286
3480,14,60,27,131.075744567068
3480,15,61,26,127.51321813553284
3480,16,62,28,133.32913019670457
3480,17,63,29,124.90006325112824
3480,18,64,35,139.8808310748381
3480,19,65,34,134.0628343218376
3480,20,66,32,142.42385668016445
3480,21,67,33,150.89063802892844
3480,23,69,31,137.49262445160394
3480,25,71,30,123.41394718079633
3490,0,96,35,125.0193726618019
3490,1,49,12,143.58463473479122
3490,1,73,30,142.180300416453
3490,1,97,32,143.47582647763474
3490,1,121,31,150.2682576123744
3490,2,74,31,141.6310849129355
3490,2,98,33,142.36824920357753
3490,2,122,30,141.62445678959978
3490,3,99,34,137.96156894660706
3490,4,76,27,158.0653079169017
3490,4,124,28,135.01882389893362
3490,5,77,29,145.03323410862967
3490,5,125,26,140.24317915411848
3490,6,78,26,159.28742222284288
3490,6,102,30,143.67930598681127
3490,6,126,29,142.39317108298133
3490,7,79,28,152.3238761611871
3490,7,103,31,138.5028268965656
3490,7,127,27,137.55464410466809
3490,8,80,35,147.6471837201457
3490,8,104,27,147.0375629238179
3490,8,128,32,141.50225672929759
3490,9,57,13,138.69815039661225
3490,9,81,33,148.0519527141712
3490,9,105,28,135.27528840678067
3490,9,129,34,133.1575002196596
3490,10,82,34,140.96005736169553
3490,10,106,29,142.9918463541714
3490,10,130,33,130.24134349806508
3490,11,83,32,146.25688037578934
3490,11,107,26,135.15665510217832
3490,11,131,35,138.91132808223753
3490,12,84,20,146.9250389226608
3490,12,108,25,138.69591691696894
3490,13,91,16,126.34995598419087
3490,13,115,21,151.53154524708071
3490,14,60,27,128.6357332384811
3490,15,61,26,137.3729381152445
3490,16,62,28,137.78220190740933
3490,17,63,29,137.88617009043458
3490,18,64,35,143.90893270859482
3490,19,65,34,143.66874721692926
3490,20,66,32,145.57494607647556
3490,21,67,33,136.59903256869237
3490,23,69,31,128.91660501734435
3490,25,71,30,131.84898925227418
3500,0,96,35,133.65501513508755
3500,1,49,12,138.4190205609593
3500,1,73,30,134.35891641832714
3500,1,97,32,138.68073907469832
3500,1,121,31,140.6609780434941
3500,2,74,31,147.74918989690275
3500,2,98,33,134.88305111541217
3500,2,122,30,146.11522512532392
3500,3,99,34,128.60011149724033
3500,4,76,27,159.68584086231652
3500,4,124,28,141.37845494732917
3500,5,77,29,141.68416652827725
3500,5,125,26,147.96747856590366
3500,6,78,26,147.64308033146196
3500,6,102,30,133.37427219745226
3500,6,126,29,146.23013603204404
3500,7,79,28,148.66051990686566
3500,7,103,31,126.76174627640074
3500,7,127,27,150.97488246039745
3500,8,80,35,146.1481381475993
3500,8,104,27,142.0807608748034
3500,8,128,32,145.23388304593308
3500,9,57,13,132.45903698483642
3500,9,81,33,161.48603303593958
3500,9,105,28,138.42392378133184
3500,9,129,34,136.60636685858861
3500,10,82,34,141.03782123764856
3500,10,106,29,144.62232439223993
3500,10,130,33,143.66359836074335
3500,11,83,32,130.90057490583368
3500,11,107,26,143.73579076414802
3500,11,131,35,138.58748590632177
3500,12,84,20,136.5714210624418
3500,12,108,25,137.69280853596493
3500,13,91,16,135.92443076032998
3500,13,115,21,147.86386283188742
3500,14,60,27,125.80189618297393
3500,15,61,26,130.8118187267685
3500,16,62,28,137.99475534780012
3500,17,63,29,124.790253253476
3500,18,64,35,148.21226570639948
3500,19,65,34,150.37262962503888
3500,20,66,32,143.45555971658416
3500,21,67,33,134.58262196904977
3500,23,69,31,131.39134449225213
3500,25,71,30,136.35897024628218
3510,0,96,35,129.8962860839791
3510,1,49,12,127.27014593607598
3510,1,73,30,142.66844213530965
3510,1,97,32,149.20897480033096
3510,1,121,31,139.23545834367715
3510,2,74,31,143.69330587447692
3510,2,98,33,143.62571515119146
3510,2,122,30,146.8891754280573
3510,3,99,34,139.9713150219808
3510,4,76,27,165.69500369261957
3510,4,124,28,128.31035204965733
3510,5,77,29,151.7052699900999
3510,5,125,26,144.85214797644582
3510,6,78,26,156.00732834966254
3510,6,102,30,153.41960308115708
3510,6,126,29,148.40635038837533
3510,7,79,28,144.11088977505528
3510,7,103,31,143.39770953495955
3510,7,127,27,135.76761043591972
3510,8,80,35,158.50135254069247
3510,8,104,27,141.141816674671
3510,8,128,32,136.02562743922638
3510,9,57,13,159.19227765312996
3510,9,81,33,140.11291995033747
3510,9,105,28,136.23305718731697
3510,9,129,34,139.83713112304227
3510,10,82,34,142.54874635806112
3510,10,106,29,134.99308177697193
3510,10,130,33,139.5867619845373
3510,11,83,32,131.53013998035547
3510,11,107,26,139.46549797654737
3510,11,131,35,133.7741234432239
3510,12,84,20,137.38861949197346
3510,12,108,25,144.88986047791818
3510,13,91,16,138.68488176831755
3510,13,115,21,137.173367676374
3510,14,60,27,137.79938826024693
3510,15,61,26,135.83792959226236
3510,16,62,28,149.61720949876755
3510,17,63,29,136.37508948166817
3510,18,64,35,143.5107168556611
3510,19,65,34,134.52531941033885
3510,20,66,32,130.75549533336002
3510,21,67,33,155.63521022913443
3510,23,69,31,139.61258571831405
3510,25,71,30,126.92881957354246
3520,0,96,35,137.43312553921706
3520,1,49,12,135.11964334682722
3520,1,73,30,138.70275832846673
3520,1,97,32,138.2115807298964
3520,1,121,31,146.8802456012776
3520,2,74,31,150.46815631486356
3520,2,98,33,160.29612951720955
3520,2,122,30,146.35936416298645
3520,3,99,34,127.80795278693526
3520,4,76,27,166.92908789966972
3520,4,124,28,128.2775315842262
3520,5,77,29,144.89691947239947
3520,5,125,26,136.05104096828796
3520,6,78,26,141.9933315203265
3520,6,102,30,156.5774852171018
3520,6,126,29,146.0985902569637
3520,7,79,28,138.0671227251811
3520,7,103,31,139.3053368633365
3520,7,127,27,140.51333281830912
3520,8,80,35,133.87297269181775
3520,8,104,27,132.20751983895377
3520,8,128,32,142.4824070071773
3520,9,57,13,134.9224507097599
3520,9,81,33,157.79971043694775
3520,9,105,28,142.30189036033676
3520,9,129,34,133.32041312508701
3520,10,82,34,134.809787364476
3520,10,106,29,144.7618077730406
3520,10,130,33,142.40527959866506
3520,11,83,32,130.90579989471914
3520,11,107,26,131.42858609274734
3520,11,131,35,141.87134133446818
3520,12,84,20,153.55513477738145
3520,12,108,25,150.61900370821098
3520,13,91,16,138.7453187287571
3520,13,115,21,142.48233583156676
3520,14,60,27,132.4296700004482
3520,15,61,26,144.31409129712043
3520,16,62,28,151.32346622204412
3520,17,63,29,135.9695920995402
3520,18,64,35,157.63357330823726
3520,19,65,34,153.45813435519875
3520,20,66,32,150.54026871647795
3520,21,67,33,122.39543677780534
3520,23,69,31,129.1248624164058
3520,25,71,30,130.03945222830288
3530,0,96,35,130.73192912642222
3530,1,49,12,134.61909089436503
3530,1,73,30,142.7793293004617
3530,1,97,32,147.79817006874808
3530,1,121,31,142.0342896734398
3530,2,74,31,148.2040177701406
3530,2,98,33,140.72594323164932
3530,2,122,30,144.87844375715926
3530,3,99,34,137.19585563695946
3530,4,76,27,143.72937898201894
3530,4,124,28,146.48633274784254
3530,5,77,29,148.7892856083312
3530,5,125,26,131.71453305189763
3530,6,78,26,159.65706980241154
3530,6,102,30,140.34253128870375
3530,6,126,29,142.0749063489142
3530,7,79,28,136.4276333746046
3530,7,103,31,135.9083487979833
3530,7,127,27,147.47584741426584
3530,8,80,35,141.14031127936406
3530,8,104,27,147.41954487133899
3530,8,128,32,130.58924018715663
3530,9,57,13,146.36345512094397
3530,9,81,33,162.56981791210563
3530,9,105,28,129.59825913199478
3530,9,129,34,126.99323768072688
3530,10,82,34,153.19439657863026
3530,10,106,29,143.64915991291966
3530,10,130,33,139.89003469183766
3530,11,83,32,139.45463948513753
3530,11,107,26,141.03576795730189
3530,11,131,35,131.62738430691277
3530,12,84,20,134.46514571171872
3530,12,108,25,137.47999603660807
3530,13,91,16,132.59462232525723
3530,13,115,21,154.6544065456623
3530,14,60,27,127.04129480641528
3530,15,61,26,142.77655555288084
3530,16,62,28,139.19118320715438
3530,17,63,29,126.10894618538926
3530,18,64,35,160.2327776281261
3530,19,65,34,138.52358388984646
3530,20,66,32,145.97051739354626
3530,21,67,33,143.55251436441498
3530,23,69,31,129.67100856994358
3530,25,71,30,138.9363681757216
3540,0,96,35,126.57127098995507
3540,1,49,12,135.17020220034203
3540,1,73,30,142.7238282740995
3540,1,97,32,136.30618948074124
3540,1,121,31,147.20343592044912
3540,2,74,31,151.24009978405158
3540,2,98,33,135.6081284677665
3540,2,122,30,144.33330238571537
3540,3,99,34,130.04587746492464
3540,4,76,27,154.6319929997828
3540,4,124,28,146.47474739015053
3540,5,77,29,149.47263004430673
3540,5,125,26,137.53799553324635
3540,6,78,26,144.41211564662368
3540,6,102,30,155.97527284023425
3540,6,126,29,150.4178365531037
3540,7,79,28,152.28951875932196
3540,7,103,31,140.29373312392073
3540,7,127,27,142.14385699297702
3540,8,80,35,148.2274949320539
3540,8,104,27,136.86233256718327
3540,8,128,32,134.57496242741848
3540,9,57,13,126.78440653489436
3540,9,81,33,142.92636834302908
3540,9,105,28,142.31583459493442
3540,9,129,34,145.712030077211
3540,10,82,34,140.35131832218877
3540,10,106,29,145.36133504931394
3540,10,130,33,149.73656307811592
3540,11,83,32,134.78728021622757
3540,11,107,26,138.54979150897276
3540,11,131,35,140.67041488346885
3540,12,84,20,143.3448097519413
3540,12,108,25,137.27741453253503
3540,13,91,16,129.43767961568483
3540,13,115,21,141.6429212440417
3540,14,60,27,129.42635847721263
3540,15,61,26,125.95320523765301
3540,16,62,28,130.71090841966497
3540,17,63,29,133.0969780472442
3540,18,64,35,144.7836599578965
3540,19,65,34,136.21347450381938
3540,20,66,32,144.08079782877172
3540,21,67,33,136.9228922641579
3540,23,69,31,128.62001209633314
3540,25,71,30,133.92438822389943
3550,0,96,35,138.06665536108048
3550,1,49,12,139.79062962228292
3550,1,73,30,137.5800235728831
3550,1,97,32,143.4020069697076
3550,1,121,31,144.1255121109352
3550,2,74,31,148.7112826635123
3550,2,98,33,135.62540683084808
3550,2,122,30,149.8103353261375
3550,3,99,34,135.08912607072506
3550,4,76,27,157.73907316113952
3550,4,124,28,135.61933843455972
3550,5,77,29,151.2813247696381
3550,5,125,26,128.97353464866168
3550,6,78,26,161.07883649079196
3550,6,102,30,170.5857490182702
3550,6,126,29,146.8424396623172
3550,7,79,28,134.8920281153159
3550,7,103,31,141.19107522567066
3550,7,127,27,135.81211313256688
3550,8,80,35,147.32461107631642
3550,8,104,27,136.41399050059871
3550,8,128,32,135.42659282369164
3550,9,57,13,138.54959992052045
3550,9,81,33,142.82879818070165
3550,9,105,28,146.3806744941668
3550,9,129,34,149.34160999594752
3550,10,82,34,137.39073101454238
3550,10,106,29,144.62367408944
3550,10,130,33,139.5895524018119
3550,11,83,32,138.62221940151036
3550,11,107,26,138.77210518664438
3550,11,131,35,142.16061543747935
3550,12,84,20,142.73492855954888
3550,12,108,25,131.15171569876242
3550,13,91,16,142.77098127724707
3550,13,115,21,140.1857690776477
3550,14,60,27,120.66606775437583
3550,15,61,26,133.96580335418105
3550,16,62,28,146.93231263293083
3550,17,63,29,142.29722890537727
3550,18,64,35,152.71089290267182
3550,19,65,34,135.54271328339948
3550,20,66,32,150.0456845751953
3550,21,67,33,147.48487878426354
3550,23,69,31,135.13160382578656
3550,25,71,30,129.0193924515381
3560,0,96,35,126.64110225356073
3560,1,49,12,136.47274395086922
3560,1,73,30,159.66157326130065
3560,1,97,32,139.73070259896235
3560,1,121,31,136.55798008216735
3560,2,74,31,155.70441977178854
3560,2,98,33,144.24499937777466
3560,2,122,30,142.80063927623223
3560,3,99,34,134.81485806042005
3560,4,76,27,154.91594387973043
3560,4,124,28,139.34457416271698
3560,5,77,29,157.8061516046295
3560,5,125,26,139.1608751922606
3560,6,78,26,150.39320009751182
3560,6,102,30,155.8577984453313
3560,6,126,29,142.13771995144296
3560,7,79,28,148.65158478061903
3560,7,103,31,141.56855054536058
3560,7,127,27,138.15030270528723
3560,8,80,35,150.5989769332468
3560,8,104,27,144.61984500825315
3560,8,128,32,138.77049313510798
3560,9,57,13,133.03065352389095
3560,9,81,33,141.72347452856513
3560,9,105,28,140.4291276325859
3560,9,129,34,154.41767453558356
3560,10,82,34,137.26877055989405
3560,10,106,29,146.03985568892585
3560,10,130,33,150.68837832046577
3560,11,83,32,140.22077186022665
3560,11,107,26,143.20140332447053
3560,11,131,35,136.81142598542806
3560,12,84,20,144.27440204887318
3560,12,108,25,141.52703396839385
3560,13,91,16,137.6965812326068
3560,13,115,21,156.11241490269657
3560,14,60,27,126.15842166587234
3560,15,61,26,132.24028662747338
3560,16,62,28,150.66727329075846
3560,17,63,29,127.94336795509659
3560,18,64,35,146.55832080473343
3560,19,65,34,132.2531711110828
3560,20,66,32,148.2066867671175
3560,21,67,33,136.63183867220985
3560,23,69,31,130.3633843219612
3560,25,71,30,128.2451124930249
3570,0,96,35,129.51369232782488
3570,1,49,12,140.10156546595127
3570,1,73,30,155.4117073727949
3570,1,97,32,134.0750444315132
3570,1,121,31,142.93774400622215
3570,2,74,31,156.43568821246305
3570,2,98,33,139.3822942050847
3570,2,122,30,145.02972436502588
3570,3,99,34,143.689807732205
3570,4,76,27,148.30285772249485
3570,4,124,28,136.65006838550795
3570,5,77,29,140.45991163164817
3570,5,125,26,140.44055990163955
3570,6,78,26,137.9286808602923
3570,6,102,30,147.78252251910507
3570,6,126,29,139.79621984652346
3570,7,79,28,144.28277328657944
3570,7,103,31,140.5149085244054
3570,7,127,27,145.35096394348628
3570,8,80,35,140.11359799165646
3570,8,104,27,146.35897398396912
3570,8,128,32,146.75790892663625
3570,9,57,13,136.9267933835155
3570,9,81,33,142.08811018080877
3570,9,105,28,140.73851432711635
3570,9,129,34,143.82092733473678
3570,10,82,34,131.6344021926483
3570,10,106,29,147.88141191790052
3570,10,130,33,139.87356481481663
3570,11,83,32,144.35225788485673
3570,11,107,26,139.12595006823318
3570,11,131,35,138.9756612491125
3570,12,84,20,131.15499960783308
3570,12,108,25,141.3315647480143
3570,13,91,16,137.08356712922068
3570,13,115,21,140.0836642888665
3570,14,60,27,134.2254356818788
3570,15,61,26,134.1420335551435
3570,16,62,28,131.18887116759063
3570,17,63,29,139.23550633826414
3570,18,64,35,161.24012853861558
3570,19,65,34,144.9749070369931
3570,20,66,32,143.3723441071594
3570,21,67,33,146.61078812554652
3570,23,69,31,118.39113152146767
3570,25,71,30,134.59982673538337
3580,0,96,35,125.19247320054126
3580,1,49,12,128.2178408450132
3580,1,73,30,139.08700855294805
3580,1,97,32,139.09153799709824
3580,1,121,31,144.4967507411958
3580,2,74,31,149.99031018322896
3580,2,98,33,142.23251157267015
3580,2,122,30,153.23524731713
3580,3,99,34,135.1837536172943
3580,4,76,27,158.53477684971
3580,4,124,28,134.33686521659163
3580,5,77,29,147.30048960777927
3580,5,125,26,130.1534214121075
3580,6,78,26,151.80132693108655
3580,6,102,30,154.62054471392617
3580,6,126,29,151.25732853897023
3580,7,79,28,140.96002601001422
3580,7,103,31,145.21718680552002
3580,7,127,27,136.72126685727812
3580,8,80,35,142.93220095092167
3580,8,104,27,142.11166307862706
3580,8,128,32,134.88383690048818
3580,9,57,13,146.0893592444787
3580,9,81,33,138.8132817618793
3580,9,105,28,134.0463734884398
3580,9,129,34,132.64038836725382
3580,10,82,34,146.58282374107458
3580,10,106,29,139.76528727638993
3580,10,130,33,139.9753826818517
3580,11,83,32,135.3326553830777
3580,11,107,26,143.775615522461
3580,11,131,35,136.52387205476202
3580,12,84,20,142.86247557755408
3580,12,108,25,138.37426320804204
3580,13,91,16,125.96048875170483
3580,13,115,21,136.74892611764182
3580,14,60,27,129.09332159943867
3580,15,61,26,124.05928090262375
3580,16,62,28,140.69262929250564
3580,17,63,29,130.43687165649004
3580,18,64,35,160.6059891255133
3580,19,65,34,142.8858402337199
3580,20,66,32,148.44513948008108
3580,21,67,33,152.24477541181992
3580,23,69,31,135.8349457181864
3580,25,71,30,122.92672026332443
3590,0,96,35,124.00449956902388
3590,1,49,12,142.38316596777545
3590,1,73,30,142.54926804834997
3590,1,97,32,137.9951222849552
3590,1,121,31,139.48514912652243
3590,2,74,31,145.35062403575336
3590,2,98,33,140.65801565067486
3590,2,122,30,140.9772057117695
3590,3,99,34,132.9883358916589
3590,4,76,27,153.3926977316858
3590,4,124,28,131.05506975343604
3590,5,77,29,153.16621886262942
3590,5,125,26,147.94036373452172
3590,6,78,26,150.6769120147829
3590,6,102,30,146.78920579788456
3590,6,126,29,154.1126565741998
3590,7,79,28,141.16659574515896
3590,7,103,31,141.2521848056685
3590,7,127,27,145.00494795661044
3590,8,80,35,138.45600626107898
3590,8,104,27,137.44271368795063
3590,8,128,32,144.76594803096242
3590,9,57,13,147.1031260147829
3590,9,81,33,137.03225115079152
3590,9,105,28,133.42800874156944
3590,9,129,34,137.7121702653195
3590,10,82,34,141.9457702764865
3590,10,106,29,147.05434992371363
3590,10,130,33,140.43731893402662
3590,11,83,32,132.40863708948467
3590,11,107,26,134.00289840912816
3590,11,131,35,144.56527066672228
3590,12,84,20,138.69214648829444
3590,12,108,25,146.6688261923187
3590,13,91,16,129.12087903594878
3590,13,115,21,129.92719170987343
3590,14,60,27,129.29639707768732
3590,15,61,26,132.8898906312338
3590,16,62,28,149.51552185069232
3590,17,63,29,120.5014891478752
3590,18,64,35,149.28406458222935
3590,19,65,34,137.76640530543673
3590,20,66,32,134.37258581961788
3590,21,67,33,148.44649614022774
3590,23,69,31,134.38197660162345
3590,25,71,30,138.08088666462112
3600,0,96,35,128.22846794562463
3600,1,49,12,146.444188886606
3600,1,73,30,151.73728382861472
3600,1,97,32,140.48726904837764
3600,1,121,31,139.3122779759601
3600,2,74,31,136.90875252307274
3600,2,98,33,137.12321414581194
3600,2,122,30,143.86469735058782
3600,3,99,34,137.54487305497216
3600,4,76,27,164.0791166089952
3600,4,124,28,136.4175570766332
3600,5,77,29,164.33690049824952
3600,5,125,26,139.74767694301872
3600,6,78,26,161.23829856823608
3600,6,102,30,154.92535913312278
3600,6,126,29,138.23145728704176
3600,7,79,28,139.5414430003923
3600,7,103,31,140.24567917159894
3600,7,127,27,136.51882948812602
3600,8,80,35,145.59162625511985
3600,8,104,27,142.26085970703338
3600,8,128,32,141.113906881549
3600,9,57,13,135.93054481740577
3600,9,81,33,145.2312913233521
3600,9,105,28,145.03557239924794
3600,9,129,34,155.33354457333905
3600,10,82,34,139.3663606735343
3600,10,106,29,151.98640046028393
3600,10,130,33,147.3656420091151
3600,11,83,32,137.54532130316053
3600,11,107,26,138.7350090203951
3600,11,131,35,136.35985946471916
3600,12,84,20,137.25553408222274
3600,12,108,25,143.47105407287054
3600,13,91,16,133.22231969881634
3600,13,115,21,150.92860518391325
3600,14,60,27,126.36518766758932
3600,15,61,26,126.23142036297445
3600,16,62,28,155.11055955796004
3600,17,63,29,133.2466209689243
3600,18,64,35,162.7223159421257
3600,19,65,34,130.16323769112796
3600,20,66,32,152.6605765334755
3600,21,67,33,131.76574019765232
3600,23,69,31,137.21578664865075
3600,25,71,30,130.89278775894127
3610,0,96,35,130.91311292635638
3610,1,49,12,141.2149078670521
3610,1,73,30,161.84675397621865
3610,1,97,32,140.3709843278253
3610,1,121,31,133.59765496056508
3610,2,74,31,170.2347636275108
3610,2,98,33,147.28753929433196
3610,2,122,30,143.26589334894567
3610,3,99,34,139.46435938071056
3610,4,76,27,154.5746654562034
3610,4,124,28,142.6626234657758
3610,5,77,29,145.13807079252175
3610,5,125,26,125.7956584087419
3610,6,78,26,151.34893879821843
3610,6,102,30,155.2983855891261
3610,6,126,29,143.1162472325465
3610,7,79,28,135.41516655335428
3610,7,103,31,151.61104425717824
3610,7,127,27,160.55630720632942
3610,8,80,35,131.41387607917403
3610,8,104,27,147.15650099363162
3610,8,128,32,144.88905125151044
3610,9,57,13,134.48649524824805
3610,9,81,33,136.88856803583994
3610,9,105,28,138.88700858906734
3610,9,129,34,150.26857279592863
3610,10,82,34,140.16292985422515
3610,10,106,29,146.41572709964228
3610,10,130,33,147.54337832812536
3610,11,83,32,136.7066360725657
3610,11,107,26,129.34523510156714
3610,11,131,35,145.8141327846399
3610,12,84,20,142.22931150848052
3610,12,108,25,143.65500567041153
3610,13,91,16,137.86174330286656
3610,13,115,21,133.55840786134175
3610,14,60,27,134.70656959509412
3610,15,61,26,140.2097702558463
3610,16,62,28,134.1994034959816
3610,17,63,29,134.98095783080092
3610,18,64,35,152.9726517826251
3610,19,65,34,141.98941542540078
3610,20,66,32,140.24993343096898
3610,21,67,33,148.37619730397932
3610,23,69,31,128.0372603161119
3610,25,71,30,127.3094413639382
3620,0,96,35,135.31122299764377
3620,1,49,12,146.49015155241239
3620,1,73,30,140.87202436242677
3620,1,97,32,133.34602325061482
3620,1,121,31,138.78893640517688
3620,2,74,31,146.37652617193152
3620,2,98,33,134.96220655699125
3620,2,122,30,136.55710506701917
3620,3,99,34,136.41825034418218
3620,4,76,27,152.51820135971525
3620,4,124,28,131.37803539348855
3620,5,77,29,152.0247930377345
3620,5,125,26,141.5381385717112
3620,6,78,26,139.94002150771834
3620,6,102,30,147.53551390797892
3620,6,126,29,149.33249499915198
