Frame,Hydrogen,Donor,Acceptor(s),Donor-Hydrogen Distance,Hydrogen-Acceptor(s) Distance(s),Donor-Acceptor(s) Distance(s),Angle(A-H-D)
0,0,1,,0.9683935077067903,,,
1,0,1,,1.0117700081071395,,,
2,0,1,,0.9994814737939987,,,
3,0,1,,0.9658766596862244,,,
