Frame,Hydrogen,Donor,Acceptor(s),Donor-Hydrogen Distance,Hydrogen-Acceptor(s) Distance(s),Donor-Acceptor(s) Distance(s),Angle(A-H-D)
0,0,1,,0.977605869704972,,,
1,0,1,,0.9760871928458894,,,
2,0,1,,1.0296075264067828,,,
3,0,1,,1.0150443028737313,,,
